,College Name,Choice Code :,Course Name :,GOPEN,GSC,GNTB,GOBC,LOPEN,LST,LOBC,EWS,GST,GNTA,LSC,GNTC,LNTA,PWD-O,LNTC,LNTD,DEF-O,LNTB,GNTD,MI,PWDR-SC,PWDR-OBC,DEFR-OBC
134,"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",211119110,Civil Engineering,60.00,,,,,,,,,,,,,,,,,,,59.27,,,
135,"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",211124210,Computer Science and Engineering,75.77,,,,78.34,,,,,,,,,,,,,,,71.64,,,
136,"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",211129310,Electrical Engineering,70.94,,,,68.71,,,,,,,,,,,,,,,59.33,,,
137,"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",211161210,Mechanical Engineering,63.79,,,,,,,,,,,,,,,,,,,64.59,,,
138,"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad (Un-Aided)",211219110,Civil Engineering,67.67,,59.38,,62.55,,,70.95,,66.89,,,,,,,,,,,,,
139,"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad (Un-Aided)",211224210,Computer Science and Engineering,78.79,75.49,74.97,75.26,79.26,,75.43,78.80,,,72.29,76.29,,,,,,,73.38,,,,
140,"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad (Un-Aided)",211229310,Electrical Engineering,76.28,72.17,,70.94,76.22,,73.50,76.83,,,75.50,71.39,,,,,,,73.35,,,,
141,"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad (Un-Aided)",211261210,Mechanical Engineering,70.62,66.05,,56.62,71.76,,,72.61,,68.06,,69.35,,,,,,,67.44,,,,
142,"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad (Un-Aided)",211284410,Electronics and Computer Engineering,74.97,72.17,,72.44,,,74.06,74.97,,,68.51,,,,,,,,,,,,
143,"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad (Un-Aided)",211291210,Computer Science and Engineering(Data Science),77.19,73.37,,74.97,78.63,,74.11,78.34,,69.37,72.00,68.23,,,,,,,,,,,
144,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211301110,Agricultural Engineering,71.85,,,,,,,,,,,,,,,,,,,,,,
145,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211319110,Civil Engineering,71.09,66.42,,60.69,71.11,69.05,,77.68,69.84,67.89,57.39,,,,,,,,66.37,,,,
146,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211324210,Computer Science and Engineering,85.31,79.94,84.51,82.13,87.09,,83.89,90.17,75.89,,80.57,80.39,80.23,,,,74.97,,84.80,,,,
147,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211325710,Computer Science and Design,82.69,75.78,,80.17,82.17,,79.20,84.86,,,78.69,,,,,,,,,,,,
148,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211326310,Artificial Intelligence (AI) and Data Science,81.63,77.64,,81.02,81.65,,78.97,82.51,,,73.31,,,,,,,,78.29,,,,
149,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211329310,Electrical Engineering,82.94,79.39,,79.11,81.39,,76.94,85.41,66.67,,75.00,77.24,75.06,,,,,,76.06,,,,
150,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211350110,Plastic and Polymer Engineering,77.15,72.41,69.19,73.98,80.00,,,77.83,71.87,,68.60,,,,,,,,68.52,,,,
151,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211361210,Mechanical Engineering,73.95,69.18,65.94,71.15,67.84,,,75.64,,71.23,,69.79,,,,,,,,,,,
152,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211384410,Electronics and Computer Engineering,77.60,74.00,,75.14,80.76,,77.75,78.47,63.94,,71.94,,74.00,,70.47,,,,76.80,,,,
153,"2113 G. S. Mandal's Maharashtra Institute of Technology, Aurangabad (Un-Aided Autonomous)",211399510,Artificial Intelligence and Data Science,81.41,77.88,,80.11,81.77,,81.20,84.11,,74.97,,,,,,,,,,,,,
154,"2114 Deogiri Institute of Engineering and Management Studies, Aurangabad (Un-Aided)",211419110,Civil Engineering,80.32,79.11,,77.68,81.97,,77.01,82.72,,74.99,81.16,,,,,,72.58,,72.11,,,,
155,"2114 Deogiri Institute of Engineering and Management Studies, Aurangabad (Un-Aided)",211424210,Computer Science and Engineering,86.24,81.94,,81.89,88.59,,83.89,85.38,,77.06,80.06,,,84.12,,,,,,,,,
156,"2114 Deogiri Institute of Engineering and Management Studies, Aurangabad (Un-Aided)",211437210,Electronics and Telecommunication Engg,79.28,75.59,,77.65,80.00,,78.94,79.65,,75.59,71.59,72.40,,,,,,,,,,,
157,"2114 Deogiri Institute of Engineering and Management Studies, Aurangabad (Un-Aided)",211461210,Mechanical Engineering,77.28,70.92,,73.13,67.82,,,80.26,,75.65,67.41,,,,,,,,69.18,,,,
158,"2114 Deogiri Institute of Engineering and Management Studies, Aurangabad (Un-Aided)",211491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),82.28,,79.03,,83.31,,81.09,84.47,,,,,,,,,,,,,,,
159,"2116 Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",211619110,Civil Engineering,54.98,,,,68.42,,,67.26,,,,,,,,,,,,,,,
160,"2116 Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",211624210,Computer Science and Engineering,77.20,71.37,66.39,73.43,78.51,,75.00,79.89,,66.86,70.74,,,,73.60,,,,,,,,
161,"2116 Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",211629310,Electrical Engineering,68.73,60.06,,63.28,62.13,,,61.50,,,,,,,,,,,67.59,,,,
162,"2116 Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",211629710,Electrical and Electronics Engineering,68.11,,,,63.03,,,67.11,,,,,,,,,,,,,,,
163,"2116 Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",211661210,Mechanical Engineering,58.88,,,,,,,68.26,,,,,,,,,,,,,,,
164,"2116 Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",211691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),73.00,62.17,,69.47,75.31,,72.00,76.86,,,,,,,,,,,,,,,
165,"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",212719110,Civil Engineering,72.74,68.26,,66.68,75.79,69.58,69.26,84.58,,68.34,72.42,70.32,70.26,77.84,72.37,,,,,,,,
166,"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",212724210,Computer Science and Engineering,83.88,80.74,,82.82,85.44,,83.18,83.91,,,81.20,80.82,,,,,,,,,,,
167,"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",212724610,Information Technology,81.88,77.94,,81.26,83.06,,79.60,82.00,,,78.06,,,,,,,,,,,,
168,"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",212737210,Electronics and Telecommunication Engg,78.24,75.00,,75.94,79.09,,69.60,79.18,,,,,,,,,,75.00,,,,,
169,"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",212761210,Mechanical Engineering,68.72,,,,81.29,,,78.26,,,,,,,,,,,,,,,
170,"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",212919110,Civil Engineering,80.16,68.42,72.16,72.17,84.58,,80.21,85.53,,72.68,76.63,70.79,,,,,,,,,,,
171,"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",212924210,Computer Science and Engineering,86.34,,86.34,85.00,88.94,,,90.16,,,,,,,,,,,,,,,
172,"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",212924610,Information Technology,83.94,,,83.14,,,,85.00,,,,80.17,,,,,,78.78,,,,,
173,"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",212929810,Electrical Engg [Electrical and Power],72.44,68.28,67.94,63.39,78.83,,72.24,82.61,,70.33,71.33,55.88,,70.88,,,,,71.28,,,,
174,"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",212937610,Electronics Engineering,76.53,66.18,,56.88,78.12,,76.35,79.24,,,,75.71,,,,,,,,,,,
175,"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",212961210,Mechanical Engineering,66.36,,,,66.19,,,76.51,,,,,,,,,,,,,,,
176,"2130 Terna Public Charitable Trust's College of Engineering, Osmanabad (Un-Aided)",213019110,Civil Engineering,55.27,,,,72.42,,60.90,75.95,,,59.27,,,,65.37,,72.53,,,,,,
177,"2130 Terna Public Charitable Trust's College of Engineering, Osmanabad (Un-Aided)",213024210,Computer Science and Engineering,81.49,78.46,,80.53,92.00,,83.44,82.58,,,70.40,,,,,,,,71.50,,,,
178,"2130 Terna Public Charitable Trust's College of Engineering, Osmanabad (Un-Aided)",213037210,Electronics and Telecommunication Engg,68.74,61.94,,60.00,75.49,,64.41,77.76,,,,66.59,,,,,,,,,,,
179,"2130 Terna Public Charitable Trust's College of Engineering, Osmanabad (Un-Aided)",213061210,Mechanical Engineering,58.41,,,,79.54,,,73.38,,,,,,,,,,,,,,,
180,"2130 Terna Public Charitable Trust's College of Engineering, Osmanabad (Un-Aided)",213099510,Artificial Intelligence and Data Science,78.63,71.31,,70.34,78.74,,75.31,79.41,,,,,,,,,,,,,,,
181,"2131 Shree Tuljabhavani College of Engineering, Tuljapur (Un-Aided)",213119110,Civil Engineering,64.63,,,,71.44,,,75.68,,,,,69.16,,,,,,,,,,
182,"2131 Shree Tuljabhavani College of Engineering, Tuljapur (Un-Aided)",213124210,Computer Science and Engineering,84.80,76.00,,81.03,85.56,,,83.83,,,,,,,,,,,,,,,
183,"2131 Shree Tuljabhavani College of Engineering, Tuljapur (Un-Aided)",213137210,Electronics and Telecommunication Engg,70.29,,,69.11,73.47,,66.76,73.65,,,,,,,,,,,,,,,
184,"2131 Shree Tuljabhavani College of Engineering, Tuljapur (Un-Aided)",213161210,Mechanical Engineering,,,,,,,,71.13,,,,,,,,,,,,,,,
185,"2133 Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai (Un-Aided)",213319110,Civil Engineering,62.37,,,,70.89,,,72.84,,,,,,,,,,,,,,,
186,"2133 Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai (Un-Aided)",213324210,Computer Science and Engineering,78.97,75.83,,74.23,81.09,,79.14,79.71,,,,,,,,,,,,,,,
187,"2133 Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai (Un-Aided)",213329310,Electrical Engineering,67.89,58.83,,65.39,62.17,,,74.17,,,,,,,,,,,64.13,,,,
188,"2133 Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai (Un-Aided)",213361210,Mechanical Engineering,63.13,,,,,,,,,,,,,,,,,,,,,,
189,"2133 Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai (Un-Aided)",213384410,Electronics and Computer Engineering,68.74,,,,70.91,,,72.51,,,,,,,,,,,,,,,
190,"2134 Peoples Education Society's College of Engineering, Aurangabad (Un-Aided)",213419110,Civil Engineering,58.18,52.11,,,74.12,,,63.42,,,,,,62.80,,,,,,,,,
191,"2134 Peoples Education Society's College of Engineering, Aurangabad (Un-Aided)",213424210,Computer Science and Engineering,80.34,78.00,,79.14,81.31,,78.17,80.87,,77.66,,,,,,,,,78.63,,,,
192,"2134 Peoples Education Society's College of Engineering, Aurangabad (Un-Aided)",213429310,Electrical Engineering,75.88,70.78,,69.33,75.53,,69.53,82.83,,70.89,72.61,72.56,70.88,,69.72,,,,,,,,
193,"2134 Peoples Education Society's College of Engineering, Aurangabad (Un-Aided)",213461510,Mechanical & Automation Engineering,55.52,,,,62.88,,,63.61,,,,,,,,,,,,,,,
194,"2134 Peoples Education Society's College of Engineering, Aurangabad (Un-Aided)",213484410,Electronics and Computer Engineering,74.97,,71.82,67.83,75.00,,,75.82,,,,,,,,,,,,,,,
195,"2134 Peoples Education Society's College of Engineering, Aurangabad (Un-Aided)",213491210,Computer Science and Engineering(Data Science),78.06,73.20,,74.11,78.17,,72.86,79.09,,,,69.77,70.86,,,,,,,,,,
196,"2135 Hi-Tech Institute of Technology, Aurangabad (Un-Aided)",213519110,Civil Engineering,67.58,,,60.06,72.00,,,63.37,,59.34,,,,,,,,,,,,,
197,"2135 Hi-Tech Institute of Technology, Aurangabad (Un-Aided)",213524210,Computer Science and Engineering,76.51,74.06,74.97,74.97,77.66,,73.83,79.71,,74.06,73.03,72.63,,,,,,,,,,,
198,"2135 Hi-Tech Institute of Technology, Aurangabad (Un-Aided)",213561210,Mechanical Engineering,75.33,64.10,65.28,64.53,58.24,,,71.26,,65.74,,68.88,,,,,,,,,,,
199,"2135 Hi-Tech Institute of Technology, Aurangabad (Un-Aided)",213591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),75.94,73.83,,75.47,75.66,,71.43,76.23,,73.41,,,,,,,,,,,,,
200,"2136 Aditya Engineering College , Beed (Un-Aided)",213619110,Civil Engineering,71.95,64.47,,65.42,70.56,,,70.71,,68.46,,,,,,,,,65.95,,,,
201,"2136 Aditya Engineering College , Beed (Un-Aided)",213624210,Computer Science and Engineering,73.60,67.31,62.72,69.66,76.34,,70.23,73.49,,,69.44,68.05,54.17,,,,,,67.71,,,,
202,"2136 Aditya Engineering College , Beed (Un-Aided)",213624610,Information Technology,71.31,63.82,,57.63,72.00,,69.43,72.11,,65.53,64.51,67.49,,,,,,,68.69,,,,
203,"2136 Aditya Engineering College , Beed (Un-Aided)",213629310,Electrical Engineering,71.11,64.44,,65.09,66.00,,,72.44,63.18,68.17,,69.06,,,66.00,62.47,,,67.56,,,,
204,"2136 Aditya Engineering College , Beed (Un-Aided)",213637210,Electronics and Telecommunication Engg,63.94,58.40,,,64.71,,,70.59,,,,,,,,,,,,,,,
205,"2136 Aditya Engineering College , Beed (Un-Aided)",213661210,Mechanical Engineering,66.92,,57.62,,61.49,,,80.50,,,,,,,,,,,65.88,,,,
206,"2136 Aditya Engineering College , Beed (Un-Aided)",213691210,Computer Science and Engineering(Data Science),60.22,,,,65.26,,,67.94,,,,53.06,,,,,,,,,,,
207,"2136 Aditya Engineering College , Beed (Un-Aided)",213692110,Artificial Intelligence and Machine Learning,56.82,,,,,,,72.40,,,,,,,,,,,,,,,
208,"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",213719110,Civil Engineering,73.42,60.00,63.03,55.15,62.24,,,66.74,,68.39,,72.63,,,,,,,72.44,,,,
209,"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",213724210,Computer Science and Engineering,78.71,65.88,,76.94,79.71,,73.65,80.33,,,,,,,75.00,,,,,,,,
210,"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",213729710,Electrical and Electronics Engineering,75.47,73.67,65.84,57.41,77.18,,67.38,67.50,,,60.91,72.33,,,,,,,,,,,
211,"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",213761210,Mechanical Engineering,70.19,59.22,,60.00,71.95,,,67.12,,64.90,,,,,,,,,64.41,,,,
212,"2138 Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna (Un-Aided)",213819110,Civil Engineering,58.03,,,,64.42,,,65.68,,,,,,,,,,,,,,,
213,"2138 Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna (Un-Aided)",213824210,Computer Science and Engineering,76.94,75.00,74.11,73.03,,,73.54,75.49,,,79.03,74.17,,,,,,,,,,,
214,"2138 Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna (Un-Aided)",213829310,Electrical Engineering,78.06,74.44,,69.61,78.94,,,,,72.33,,,,,,,,,,,,,
215,"2138 Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna (Un-Aided)",213861210,Mechanical Engineering,70.81,62.05,,69.47,73.64,,,71.13,,69.26,,,,,,,,,69.64,,,,
216,"2146 Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad (Un-Aided)",214619110,Civil Engineering,75.00,52.56,,60.00,61.70,,,77.38,,,,73.35,,76.47,,,,,74.40,,,,
217,"2146 Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad (Un-Aided)",214629710,Electrical and Electronics Engineering,74.02,60.72,,61.81,64.65,,,68.11,68.94,,,,,,,,,,,,,,
218,"2146 Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad (Un-Aided)",214661210,Mechanical Engineering,71.28,69.28,,69.95,,,,72.72,,,,67.56,,,,,,,,,,,
219,"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",225019110,Civil Engineering,73.41,69.16,,61.95,66.67,,,71.11,,71.84,54.74,,,,,,,,,,,,
220,"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",225024210,Computer Science and Engineering,80.88,79.89,,74.97,82.94,,74.97,84.50,,75.37,77.89,,,,,,,,76.23,,,,
221,"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",225029310,Electrical Engineering,77.17,69.00,72.29,65.82,75.00,,67.83,79.06,68.61,72.50,,73.43,,69.06,75.00,,,,72.00,,,,
222,"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",225037210,Electronics and Telecommunication Engg,76.65,72.28,,72.69,77.19,,72.46,79.24,,70.71,71.38,,,,,,,,69.91,,,,
223,"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",225061210,Mechanical Engineering,78.59,68.71,70.82,71.29,67.52,,,75.49,,78.46,,70.26,,,,,,,74.97,,,,
224,"2252 Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",225219110,Civil Engineering,64.36,,63.16,59.39,73.42,,,60.55,60.30,63.58,,,,,,,,,,,,,
225,"2252 Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",225224210,Computer Science and Engineering,79.94,76.69,72.63,74.97,77.43,,75.43,81.43,,,,,,,,,,,,,,,
226,"2252 Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",225229710,Electrical and Electronics Engineering,80.42,,,,84.06,,,,,,,,,,,,,,,,,,
227,"2252 Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",225261210,Mechanical Engineering,66.92,62.36,,,63.06,,,59.35,,61.18,,,,,,,,,,,,,
228,"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",225419110,Civil Engineering,72.63,67.77,,66.53,68.37,,,77.28,60.12,69.84,58.51,64.61,,,,,,,71.37,,,,
229,"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",225424510,Computer Engineering,82.67,81.26,,80.06,84.11,,81.26,83.00,,,81.26,74.51,,70.80,,,,72.57,,,,,
230,"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",225429310,Electrical Engineering,70.67,59.27,66.94,64.22,67.03,,,73.78,,64.00,,64.29,,,,,,,,,,,
231,"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",225437210,Electronics and Telecommunication Engg,69.35,60.71,,,72.86,,,74.24,,,70.94,,71.60,,,,,,,,,,
232,"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",225461210,Mechanical Engineering,63.71,,,,62.44,,,66.27,,,,,,,,,,,,,,,
233,2508 GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED. (Un-Aided),250819110,Civil Engineering,67.89,,,,62.95,,,,,,,,,,,,,,,,,,
234,2508 GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED. (Un-Aided),250824510,Computer Engineering,76.46,70.06,,70.91,79.09,,76.56,78.69,,,,,70.51,,,,,,75.66,,,,
235,2508 GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED. (Un-Aided),250829310,Electrical Engineering,50.50,,,,73.06,,69.44,68.17,,,71.21,,,,,,,,,,,,
236,2508 GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED. (Un-Aided),250861210,Mechanical Engineering,67.03,,,,75.00,,,,,,,,,,,,,,,,,,
237,2508 GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED. (Un-Aided),250891410,Safety and Fire Engineering,56.42,,,,,,,,,,,,,,,,,,,,,,
238,2516 International Centre Of Excellence In Engineering and Management (ICEEM) (Un-Aided),251619110,Civil Engineering,66.00,,,,87.11,,,78.74,,,,,,,,,,,,,,,
239,2516 International Centre Of Excellence In Engineering and Management (ICEEM) (Un-Aided),251624210,Computer Science and Engineering,80.63,74.29,,77.66,,,78.16,81.83,,,76.74,69.07,,,,,,,,,,,
240,2516 International Centre Of Excellence In Engineering and Management (ICEEM) (Un-Aided),251629710,Electrical and Electronics Engineering,68.11,,,61.58,72.74,,,72.78,,,64.50,,,,,,,,,,,,
